"acceleration","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14"
12.9,"nominal1","nominal7",1840,74,"nominal9",17.1,0.772,9999,9999,180,0.838,32.2,39,2.97
12.9,"nominal1","nominal7",1600,85,"nominal9",14.6,0.744,9999,9999,177,0.742,28.2,39.1,2.726
12.9,"nominal1","nominal7",2351,110,"nominal11",13.1,0.916,9999,9999,180,0.856,33.5,38.2,3.97
12.9,"nominal1","nominal8",1998,66,"nominal11",21.2,0.772,9999,9999,170,0.958,16.7,44.4,2.455
13,"nominal1","nominal8",1995,74,"nominal9",17.8,0.557,9999,9999,195,1.66,13.5,42.5,2.7
13,"nominal1","nominal8",1995,74,"nominal9",18,0.557,9999,9999,195,1.66,13.5,42.5,2.7
13,"nominal1","nominal8",1896,66,"nominal9",18.7,9999,9999,9999,180,0.993,17.2,45.3,2.562
13,"nominal1","nominal8",1896,66,"nominal9",18.9,0.654,9999,9999,181,0.999,17.2,45.3,2.562
13,"nominal1","nominal7",1985,96,"nominal9",13.5,9999,9999,9999,190,0.79,46.2,39.4,2.9
13,"nominal1","nominal7",1985,96,"nominal9",13.5,9999,9999,9999,190,0.79,46.2,39.4,2.9
13,"nominal1","nominal7",1985,96,"nominal9",13.5,9999,9999,9999,190,0.79,46.2,39.4,2.9
13,"nominal1","nominal7",1587,77,"nominal9",16.4,9999,9999,9999,185,1.5,33.5,33.5,3.256
13,"nominal1","nominal8",1870,66,"nominal9",19.8,9999,9999,9999,180,1.16,21.2,41.7,2.614
13,"nominal1","nominal7",1242,60,"nominal9",17.3,9999,9999,9999,170,1.2,30.8,30.8,3.5
13,"nominal1","nominal7",1299,50,"nominal9",16.1,9999,9999,9999,165,0.82,26,33.5,3
13,"nominal2","nominal8",2497,96,"nominal9",17.8,0.726,9999,9999,195,0.96,19.8,45.1,2.622
13,"nominal1","nominal8",1870,72,"nominal9",18.9,0.696,9999,9999,177,1.76,16.7,41.1,2.822
13,"nominal1","nominal7",1587,77,"nominal9",16.7,9999,9999,9999,185,1.5,33.5,33.5,3.256
13,"nominal1","nominal8",1870,66,"nominal9",20.2,9999,9999,9999,180,1.16,21.2,41.7,2.614
13,"nominal1","nominal7",1498,55,"nominal9",17.5,9999,9999,9999,160,0.975,19.7,32.8,3.157
13,"nominal1","nominal7",2351,110,"nominal11",13.9,1004,9999,9999,180,0.796,36.1,41.1,2.878
13.1,"nominal1","nominal7",1781,92,"nominal9",15,0.613,9999,8.8,198,1.32,29,33.1,3.498
13.1,"nominal1","nominal7",1984,85,"nominal9",15.2,0.656,9999,9999,192,1.7,22.7,34.5,3.364
13.1,"nominal1","nominal7",1781,66,"nominal9",17.5,0.651,9999,8.6,175,0.936,20.9,34,3.117
13.1,"nominal1","nominal7",1762,66,"nominal9",16.2,0.657,9999,9999,182,0.979,22.3,37.2,2.929
13.1,"nominal1","nominal7",1762,66,"nominal9",16.4,0.637,9999,9999,182,0.979,22.3,37.2,2.929
13.1,"nominal1","nominal7",1597,66,"nominal9",16.7,9999,9999,9999,167,0.725,37.4,38.4,2.838
13.1,"nominal1","nominal7",1299,63,"nominal9",14.7,9999,9999,9999,165,0.768,38.2,35.8,2.981
13.1,"nominal2","nominal7",1998,100,"nominal9",15.7,0.71,5.5,8.7,195,0.86,34.8,41.2,2.872
13.1,"nominal1","nominal8",1896,66,"nominal9",19.9,0.678,9999,9,180,1.65,17.2,45.1,2.576
13.1,"nominal1","nominal8",2446,95,"nominal9",17.3,0.763,9999,9999,192,0.982,17.1,45.4,2.64
13.1,"nominal1","nominal7",1997,100,"nominal9",17.4,0.952,9999,9999,179,0.835,35.3,36.9,3.276
13.1,"nominal1","nominal7",1998,85,"nominal11",19.4,0.884,9999,9999,177,0.945,17.6,34.1,3.49
13.1,"nominal1","nominal7",1998,89,"nominal11",17,0.942,9999,9999,177,0.889,19.7,34.6,3.352
13.1,"nominal1","nominal7",1998,89,"nominal11",17,0.942,9999,9999,177,0.889,19.7,34.6,3.352
13.1,"nominal1","nominal7",1998,89,"nominal11",17,0.915,9999,9999,177,0.889,19.7,34.6,3.352
13.1,"nominal5","nominal7",3275,110,"nominal10",17.6,9999,9999,9999,172,0.938,24.2,38.2,3.532
13.1,"nominal3","nominal8",4164,150,"nominal10",16.3,9999,9999,9999,175,9999,9999,9999,3.137
13.1,"nominal3","nominal8",4164,150,"nominal10",16.3,9999,9999,9999,175,9999,9999,9999,3.137
13.2,"nominal1","nominal7",1361,55,"nominal9",14.8,0.564,9999,9999,180,0.95,27.6,36.2,2.888
13.2,"nominal1","nominal8",2188,83,"nominal9",19,0.654,9999,9999,192,1.122,15.9,39.8,2.917
13.2,"nominal1","nominal7",1795,88,"nominal9",16.1,0.609,9999,9999,190,9999,9999,9999,9999
13.2,"nominal1","nominal8",1951,85,"nominal9",17.6,0.609,9999,9999,190,9999,9999,9999,9999
13.2,"nominal1","nominal8",1870,66,"nominal9",18.9,9999,9999,9999,180,1.255,17.9,33.7,3.228
13.2,"nominal1","nominal8",1870,66,"nominal9",18.5,9999,9999,9999,180,1.255,17.9,33.7,3.228
13.2,"nominal1","nominal7",1324,54,"nominal9",19.5,9999,9999,9999,164,0.967,28.2,30.8,3.423
13.2,"nominal1","nominal7",1241,54,"nominal9",19,0.643,9999,9999,166,0.998,20.1,27.7,3.847
13.2,"nominal1","nominal7",2792,128,"nominal11",13.6,0.831,9999,9.1,195,0.997,38.8,33.7,3.399
13.2,"nominal3","nominal8",3200,121,"nominal10",16.1,1088,9999,9999,170,9999,9999,9999,2.863
13.3,"nominal1","nominal8",1689,66,"nominal9",16.8,0.736,5.5,8.7,168,0.833,15.3,48,2.199
13.3,"nominal2","nominal7",1895,77,"nominal9",15.8,0.647,9999,9999,185,0.981,26.8,35.6,3.2
13.3,"nominal1","nominal8",1896,66,"nominal9",18.6,0.651,9999,8.8,175,1.52,16.9,44.4,2.387
13.3,"nominal1","nominal7",1242,44,"nominal9",19.7,9999,9999,9999,160,0.972,20.7,29.9,3.488
13.3,"nominal1","nominal7",1499,66,"nominal9",13.9,9999,9999,9999,165,0.889,34.3,29.9,3.437
13.3,"nominal1","nominal7",1396,66,"nominal9",16.1,9999,9999,9999,175,0.853,35.5,32.1,3.328
13.3,"nominal2","nominal7",1799,90,"nominal9",15.3,0.68,5.7,8.8,187,0.885,34.1,38.4,3.21
13.3,"nominal1","nominal8",1896,81,"nominal9",17,0.688,9999,9.2,188,1.65,22,42.5,2.7
13.3,"nominal1","nominal7",1595,74,"nominal9",15.6,0.706,9999,8.9,183,1.14,33.5,32.2,3.286
13.3,"nominal1","nominal7",1998,97,"nominal9",14.3,0.704,9999,9999,193,0.92,42.8,38.9,2.916
13.3,"nominal1","nominal8",1905,66,"nominal9",18.1,0.623,9999,9999,179,1.96,17.5,40.8,2.669
13.3,"nominal1","nominal7",1997,100,"nominal11",14,0.916,9999,9999,175,0.763,43.1,38.2,3.97
13.3,"nominal1","nominal7",3301,116,"nominal11",15.3,9999,9999,9999,175,0.739,39.2,50.4,2.41
13.3,"nominal1","nominal7",3301,116,"nominal11",16.2,9999,9999,9999,175,0.712,40.6,52.3,2.41
13.4,"nominal1","nominal7",1595,74,"nominal9",15.9,9999,9999,9999,184,1.54,32.4,31.2,3.736
13.4,"nominal1","nominal7",1149,43,"nominal9",19.1,0.683,9999,9999,151,0.89,20,35.5,2.822
13.4,"nominal1","nominal7",1296,62,"nominal9",13.4,9999,9999,9999,170,0.766,37.9,34.1,3.16
13.4,"nominal1","nominal7",1390,55,"nominal9",19.5,0.706,9999,8.8,167,1.4,30.1,32.1,3.298
13.4,"nominal5","nominal7",2198,100,"nominal10",16.6,9999,9999,9999,165,0.915,18.6,34.7,3.872
13.4,"nominal1","nominal7",1998,97,"nominal11",16,0.915,9999,9999,186,0.958,31.8,35.3,3.352
13.4,"nominal1","nominal7",1998,97,"nominal11",16,0.915,9999,9999,186,0.958,31.8,35.3,3.352
13.4,"nominal1","nominal7",1998,97,"nominal11",16,0.888,9999,9999,186,0.972,33,34.8,3.43
13.4,"nominal1","nominal7",1299,63,"nominal11",17.8,9999,9999,9999,170,0.889,20.4,31.9,3.346
13.5,"nominal1","nominal8",1896,66,"nominal9",19.2,0.629,9999,8.8,182,1.41,16.2,43.7,2.656
13.5,"nominal1","nominal7",1598,74,"nominal9",15.5,0.589,9999,9999,178,0.774,36.1,38.3,3.28
13.5,"nominal1","nominal7",1598,74,"nominal9",15.2,0.609,9999,9999,178,0.774,36.1,38.3,3.28
13.5,"nominal1","nominal7",1598,74,"nominal9",15.5,0.629,9999,9999,178,0.774,36.1,38.3,3.28
13.5,"nominal1","nominal7",1389,66,"nominal9",14.9,0.66,9999,9999,172,0.771,39.2,37.2,2.768
13.5,"nominal1","nominal7",1199,55,"nominal9",17.4,0.866,9999,9999,155,0.913,29.1,30.3,3.4
13.5,"nominal1","nominal7",1595,74,"nominal9",16.4,0.654,9999,9999,184,1.54,32.4,31.2,3.737
13.5,"nominal1","nominal8",1896,66,"nominal9",19.5,0.656,9999,9999,178,0.987,17.2,45.1,2.576
13.5,"nominal1","nominal7",1289,50,"nominal9",18.7,0.679,9999,9999,162,0.972,18.8,33.3,3.89
13.5,"nominal1","nominal7",1595,74,"nominal9",16.4,0.633,9999,9.1,185,0.781,43.8,42.3,2.745
13.5,"nominal1","nominal8",1896,66,"nominal9",19.8,0.581,9999,9.2,184,1.52,16.2,43.7,2.656
13.5,"nominal1","nominal7",1587,65,"nominal9",16.8,0.691,9999,9999,178,0.99,23.5,35,3.116
13.5,"nominal1","nominal8",1905,66,"nominal9",17.5,0.691,9999,9999,175,1.7,17.5,40.9,2.664
13.5,"nominal1","nominal7",1597,70,"nominal9",15.2,9999,9999,9999,169,0.78,41.8,43.4,2.4
13.5,"nominal1","nominal7",1781,92,"nominal9",15.6,0.657,9999,9,195,1.16,29,33.1,3.498
13.5,"nominal1","nominal7",1597,70,"nominal9",18.7,0.697,9999,9999,180,0.947,29.3,36.2,3.114
13.5,"nominal2","nominal8",2497,96,"nominal9",18.1,0.726,9999,9999,190,0.89,26.4,47.4,2.494
13.5,"nominal1","nominal7",1762,66,"nominal9",16.9,0.623,9999,9999,182,0.979,22.3,37.2,2.929
13.5,"nominal1","nominal7",1598,74,"nominal11",17.7,0.78,9999,9999,176,0.942,26.7,31.1,3.729
13.6,"nominal2","nominal7",1895,77,"nominal9",17.1,0.597,9999,9999,194,1.12,27.2,36.2,3.2
13.6,"nominal1","nominal7",1581,76,"nominal9",15.3,9999,9999,9999,187,0.795,42.8,40.9,2.692
13.6,"nominal1","nominal7",1396,66,"nominal9",15,9999,9999,9999,170,0.747,43,36.1,2.932
13.6,"nominal3","nominal7",1299,50,"nominal9",17.3,9999,9999,9999,155,0.873,23.9,29.6,3.477
13.6,"nominal1","nominal7",998,50,"nominal9",17,9999,9999,9999,155,0.884,28.7,29.2,3.7
13.6,"nominal1","nominal7",998,50,"nominal9",17,9999,9999,9999,155,0.884,28.7,29.2,3.7
13.6,"nominal1","nominal7",1299,55,"nominal9",17.5,9999,9999,9999,164,0.79,24,34.6,3.62
13.6,"nominal1","nominal7",1299,55,"nominal9",17.5,9999,9999,9999,164,0.79,24,34.6,3.62
13.6,"nominal2","nominal8",2151,75,"nominal9",18.5,0.683,5.6,9.4,182,0.917,13.8,47.3,2.456
13.6,"nominal1","nominal7",1581,76,"nominal9",16.1,9999,9999,9999,187,0.795,42.8,40.9,2.692
13.6,"nominal5","nominal7",2198,100,"nominal10",17.2,9999,9999,9999,161,0.893,18.6,34.7,3.872
13.6,"nominal3","nominal8",4164,150,"nominal10",16.1,9999,9999,9999,170,9999,9999,9999,3.444
13.6,"nominal3","nominal8",4164,150,"nominal10",16.1,9999,9999,9999,170,9999,9999,9999,3.444
13.6,"nominal5","nominal7",2972,104,"nominal10",17.6,9999,9999,9999,157,0.783,31.1,40.1,3.376
13.7,"nominal1","nominal8",1896,66,"nominal9",18.2,0.639,9999,8.6,177,1.92,22.5,43.2,2.685
13.7,"nominal1","nominal7",1598,66,"nominal9",16.7,0.617,9999,9999,170,0.739,45.9,46,2.319
13.7,"nominal1","nominal7",1598,66,"nominal9",16.4,0.637,9999,9999,170,0.739,45.9,46,2.319
13.7,"nominal1","nominal7",1396,66,"nominal9",15.4,9999,9999,9999,172,0.756,43,36.1,2.932
13.7,"nominal1","nominal7",1275,55,"nominal9",16,0.651,9999,9999,170,0.729,30.9,38.9,2.69
13.7,"nominal1","nominal7",1595,74,"nominal9",16.6,0.678,9999,9.2,185,1.6,32.3,31.2,3.727
13.7,"nominal1","nominal7",1595,74,"nominal9",17,0.678,9999,9999,185,1.6,32.3,31.2,3.727
13.7,"nominal1","nominal7",2792,103,"nominal11",17.6,1094,9999,9.1,174,0.93,23.3,41.6,2.847
13.7,"nominal1","nominal7",2792,103,"nominal11",18,1094,9999,9.1,174,0.93,23.3,41.6,2.847
13.7,"nominal1","nominal7",1998,84,"nominal11",17.7,0.85,9999,9999,175,0.92,26.8,35.9,3.233
13.7,"nominal1","nominal7",1998,84,"nominal11",18.2,9999,9999,9999,177,0.913,26.8,35.9,3.233
13.7,"nominal6","nominal7",1590,77,"nominal10",16.6,9999,9999,9999,152,0.433,35.1,56.6,2.117
13.7,"nominal5","nominal7",2389,85,"nominal10",19.2,9999,9999,9999,160,0.942,25.9,35.4,3.81
13.8,"nominal1","nominal7",1595,74,"nominal9",16.9,0.656,9999,9999,182,1.13,33.3,32.1,3.617
13.8,"nominal1","nominal7",1595,74,"nominal9",16,0.651,9999,8.8,182,0.974,30.8,32.2,3.286
13.8,"nominal1","nominal7",1598,79,"nominal9",16.2,9999,9999,9999,180,9999,9999,9999,9999
13.8,"nominal1","nominal7",1598,79,"nominal9",16.2,9999,9999,9999,180,9999,9999,9999,9999
13.8,"nominal1","nominal7",1108,40,"nominal9",18.4,9999,9999,9999,150,0.931,20.2,29.3,3.26
13.8,"nominal1","nominal7",1296,62,"nominal9",13.9,9999,9999,9999,165,0.848,47.6,29.9,3.437
13.8,"nominal1","nominal7",1299,63,"nominal9",15.7,9999,9999,9999,155,0.722,38.2,35.8,2.981
13.8,"nominal1","nominal7",998,50,"nominal9",16.8,9999,9999,9999,155,0.89,28.5,29,3.7
13.8,"nominal1","nominal7",1498,65,"nominal9",17.5,9999,9999,9999,180,1.74,30.6,33.5,3.3
13.8,"nominal1","nominal7",1498,65,"nominal9",16.9,9999,9999,9999,180,1.74,30.6,33.5,3.3
13.8,"nominal1","nominal7",1998,98,"nominal9",13,9999,9999,9999,180,0.78,43.1,43.1,2.6
13.8,"nominal1","nominal8",1896,66,"nominal9",19.8,0.653,9999,9,178,1.18,16.2,43.7,2.656
13.8,"nominal1","nominal8",1896,66,"nominal9",20.5,0.688,9999,9.4,178,1.18,16.2,43.7,2.656
13.8,"nominal1","nominal7",1998,98,"nominal9",13.6,9999,9999,9999,180,0.78,43.1,43.1,2.6
13.8,"nominal3","nominal7",2792,128,"nominal11",14.3,0.831,9999,9.4,193,0.987,38.8,33.7,3.399
13.8,"nominal3","nominal8",3200,121,"nominal10",17.2,1088,9999,9999,170,9999,9999,9999,2.863
13.8,"nominal3","nominal7",3497,149,"nominal10",13.8,1088,9999,9999,185,0.816,35,45.3,3.143
13.8,"nominal1","nominal7",2497,121,"nominal11",14.6,9999,9999,9999,185,0.761,30.7,37.4,3.235
13.8,"nominal5","nominal8",2999,117,"nominal10",17.4,9999,9999,9999,160,0.913,22.8,44.9,3.53
13.8,"nominal1","nominal8",2500,85,"nominal11",21.3,9999,9999,9999,175,0.996,16.7,43.9,2.755
13.8,"nominal1","nominal8",2500,85,"nominal11",22,9999,9999,9999,175,0.996,16.7,43.9,2.755
13.9,"nominal1","nominal7",1781,92,"nominal9",15.1,0.702,9999,9.3,192,0.999,32.8,33.1,3.53
13.9,"nominal2","nominal8",1665,66,"nominal9",18.4,0.666,9999,9999,175,0.929,15.8,42.8,2.7
13.9,"nominal1","nominal8",1905,66,"nominal9",19.9,0.68,9999,9999,177,1.99,17.3,40.3,2.818
13.9,"nominal1","nominal7",1587,65,"nominal9",17.2,0.653,9999,9999,180,1.27,21.1,31.3,3.481
13.9,"nominal1","nominal8",1905,66,"nominal9",18.2,0.676,9999,9999,177,1.82,17.5,40.9,2.664
13.9,"nominal1","nominal7",1793,85,"nominal9",14.8,9999,9999,9999,178,1.76,38.5,28.8,3.878
13.9,"nominal2","nominal8",2151,75,"nominal9",18.9,0.683,5.5,9,179,0.935,14.4,45.6,2.548
13.9,"nominal1","nominal7",1396,66,"nominal9",16.9,9999,9999,9999,172,0.844,35.3,31.8,3.328
13.9,"nominal1","nominal7",1793,85,"nominal9",15.4,9999,9999,9999,178,0.767,45.4,40.4,2.764
13.9,"nominal5","nominal8",2172,85,"nominal10",20.2,9999,9999,9999,155,1.123,14.8,36.3,3.694
13.9,"nominal5","nominal7",3275,110,"nominal10",17.7,9999,9999,9999,166,0.771,31.1,44.9,3.8
13.9,"nominal1","nominal8",2184,66,"nominal11",20.9,9999,9999,9999,165,1.66,17.6,38.7,2.883
13.9,"nominal1","nominal8",2184,66,"nominal11",20.9,9999,9999,9999,165,1.66,17.6,38.7,2.883
14,"nominal1","nominal7",1389,66,"nominal9",15.7,0.552,9999,9999,182,0.867,36.9,35,3.49
14,"nominal1","nominal7",1389,66,"nominal9",14.4,0.658,9999,9999,163,0.71,29.5,38.8,2.655
14,"nominal1","nominal7",1199,48,"nominal9",18.6,0.66,9999,9999,163,0.751,29.5,38.8,2.655
14,"nominal1","nominal7",1199,48,"nominal9",18.9,0.66,9999,9999,163,0.751,29.5,38.8,2.655
14,"nominal1","nominal8",1487,49,"nominal9",19.4,0.66,9999,9999,165,0.991,19.2,36.2,2.842
14,"nominal1","nominal7",1590,71,"nominal9",13.9,9999,9999,9999,165,0.737,29.3,37.3,2.828
14,"nominal1","nominal8",1753,66,"nominal9",20.7,0.697,9999,9999,176,0.95,17,41.2,2.736
14,"nominal1","nominal7",1598,74,"nominal9",15.9,0.645,9999,9999,173,0.752,36.1,38.3,3.28
14,"nominal1","nominal7",1324,46,"nominal9",20.8,9999,9999,9999,151,0.926,23.4,32.6,3.157
14,"nominal1","nominal7",1796,85,"nominal11",15.9,0.78,9999,9999,175,0.845,34.1,38.3,3.28
14,"nominal3","nominal8",2982,92,"nominal10",19,9999,9999,9999,160,1.55,22.1,42.1,3.436
14,"nominal3","nominal8",2982,92,"nominal10",19,9999,9999,9999,160,1.124,20.8,39.5,3.63
14,"nominal3","nominal8",2982,92,"nominal10",19.1,9999,9999,9999,160,1.1,28.4,44,3.238
14,"nominal3","nominal7",1997,102,"nominal11",14.3,9999,9999,9999,170,0.934,28.1,31.4,3.594
14,"nominal5","nominal8",2999,117,"nominal10",18.3,9999,9999,9999,160,0.913,22.8,44.9,3.53
14.1,"nominal1","nominal7",1390,44,"nominal9",20.3,0.659,9999,9.1,160,0.973,21,35,2.868
14.1,"nominal1","nominal7",1361,55,"nominal9",18.7,0.634,9999,9999,175,0.98,24.8,32.4,3.287
14.1,"nominal1","nominal7",1995,103,"nominal9",14,9999,9999,9999,184,0.75,38.2,38.3,3.68
14.1,"nominal1","nominal7",1324,47,"nominal9",16.9,9999,9999,9999,150,0.761,22.9,37.9,2.625
14.1,"nominal1","nominal7",1324,47,"nominal9",18,9999,9999,9999,150,0.761,22.9,37.9,2.625
14.1,"nominal1","nominal7",1587,65,"nominal9",17.2,0.663,9999,9999,178,1.16,21.1,31.3,3.481
14.1,"nominal1","nominal8",1905,66,"nominal9",18.2,0.663,9999,9999,175,1.7,17.5,40.9,2.664
14.1,"nominal1","nominal7",1324,47,"nominal9",18,9999,9999,9999,150,0.761,22.9,37.9,2.625
14.1,"nominal1","nominal8",2088,80,"nominal11",20.2,0.942,9999,9999,175,1.1,14.3,40.7,2.911
14.1,"nominal1","nominal8",2088,80,"nominal11",20.2,0.942,9999,9999,175,1.1,14.3,40.7,2.911
14.1,"nominal1","nominal8",2088,80,"nominal11",20.2,0.942,9999,9999,175,1.1,14.3,40.7,2.911
14.1,"nominal1","nominal8",2088,80,"nominal11",20.2,0.942,9999,9999,175,1.1,14.3,40.7,2.911
14.2,"nominal1","nominal7",1998,97,"nominal9",9999,0.636,9999,9999,203,0.992,45,37.2,3.119
14.2,"nominal1","nominal7",1361,55,"nominal9",17.3,0.65,9999,9999,170,0.96,26.1,34.1,3.129
14.2,"nominal1","nominal7",1361,55,"nominal9",17.3,0.65,9999,9999,170,0.96,26.1,34.1,3.129
14.2,"nominal1","nominal7",1361,55,"nominal9",17.3,0.65,9999,9999,170,0.96,26.1,34.1,3.129
14.2,"nominal1","nominal7",1361,55,"nominal9",17.3,0.65,9999,9999,170,0.96,26.1,34.1,3.129
14.2,"nominal1","nominal7",1361,55,"nominal9",17.3,0.65,9999,9999,170,0.96,26.1,34.1,3.129
14.2,"nominal1","nominal7",1324,54,"nominal9",20.9,9999,9999,9999,167,0.949,28.5,32,3.335
14.2,"nominal1","nominal7",1324,54,"nominal9",21.2,0.592,9999,9999,167,0.949,28.5,32,3.335
14.2,"nominal1","nominal7",1324,54,"nominal9",21.2,0.592,9999,9999,167,0.929,29.1,32.7,3.335
14.2,"nominal3","nominal7",1299,50,"nominal9",17.9,9999,9999,9999,155,0.873,23.9,29.6,3.477
14.2,"nominal1","nominal8",2088,80,"nominal9",19.1,0.741,9999,9999,184,0.976,17.3,43.9,2.647
14.2,"nominal3","nominal8",2996,130,"nominal10",17.3,1.65,9999,9999,164,1.92,11.5,34.1,4.31
14.2,"nominal3","nominal8",2996,130,"nominal10",16.5,1.65,9999,9999,164,1.92,11.5,34.1,4.31
14.2,"nominal1","nominal7",2295,105,"nominal11",19,1081,9999,9999,173,0.977,32.8,35.4,3.386
14.2,"nominal1","nominal7",1991,90,"nominal11",17.8,9999,9999,9999,180,0.98,29.6,34.2,3.464
14.2,"nominal5","nominal7",2972,104,"nominal10",17.6,9999,9999,9999,157,0.919,22.1,34.2,3.959
14.3,"nominal1","nominal8",1753,55,"nominal9",19.1,0.662,9999,9999,168,1.143,14.7,36.7,2.93
14.3,"nominal1","nominal7",1390,55,"nominal9",20.6,9999,9999,9999,170,1.56,28.7,32.2,3.618
14.3,"nominal1","nominal7",1390,55,"nominal9",18,0.914,9999,9999,155,0.96,29.1,31.1,3.456
14.3,"nominal1","nominal7",1242,44,"nominal9",19.5,9999,9999,9999,155,0.92,19.7,34.3,3.84
14.3,"nominal1","nominal7",1242,44,"nominal9",19.9,9999,9999,9999,155,0.92,19.7,34.3,3.84
14.3,"nominal3","nominal8",2497,100,"nominal10",21,9999,9999,9999,162,0.77,23.7,52.1,2.584
14.3,"nominal5","nominal7",2389,87,"nominal10",20.2,9999,9999,9999,160,0.942,25.9,35.4,3.81
14.3,"nominal5","nominal7",2972,104,"nominal10",19.7,9999,9999,9999,157,0.919,22.1,34.2,3.959
14.4,"nominal1","nominal8",1896,81,"nominal9",17.8,0.613,9999,9.2,190,0.992,24,46.2,2.56
14.4,"nominal1","nominal7",1598,55,"nominal9",21.5,0.656,9999,9999,170,1.63,24.2,34.8,3.4
14.4,"nominal1","nominal7",1762,66,"nominal9",17.7,0.973,9999,9999,160,0.82,21.9,39,2.8
14.4,"nominal1","nominal7",1149,43,"nominal9",19.1,0.683,9999,9999,151,0.89,20,35.5,2.822
14.4,"nominal1","nominal8",1870,72,"nominal9",18.4,9999,9999,9999,173,9999,9999,9999,9999
14.4,"nominal1","nominal8",1870,72,"nominal9",18.4,9999,9999,9999,173,9999,9999,9999,9999
14.4,"nominal1","nominal7",1590,67,"nominal9",15.1,9999,9999,9999,160,0.78,35.5,37.7,2.832
14.4,"nominal1","nominal7",1590,67,"nominal9",15.1,9999,9999,9999,160,0.78,35.5,37.7,2.832
14.4,"nominal1","nominal7",1396,66,"nominal9",16.4,9999,9999,9999,175,0.862,45.2,31.7,3.364
14.4,"nominal1","nominal7",1388,55,"nominal9",20.3,0.675,9999,9999,171,0.963,26.2,35.5,3.69
14.4,"nominal5","nominal7",2972,130,"nominal10",14.3,9999,9999,9999,175,0.812,51.5,43.1,3.182
14.5,"nominal1","nominal7",1598,55,"nominal9",20.1,0.589,9999,9999,170,0.937,23.3,34.9,3.329
14.5,"nominal1","nominal7",1598,55,"nominal9",19.7,0.609,9999,9999,170,0.836,20.9,39.1,2.968
14.5,"nominal1","nominal8",1995,60,"nominal9",20.4,0.609,9999,9999,175,0.97,15.6,41.9,2.768
14.5,"nominal1","nominal7",1598,55,"nominal9",20.1,0.629,9999,9999,170,0.836,20.9,39.1,2.968
14.5,"nominal1","nominal8",1995,60,"nominal9",20.8,0.629,9999,9999,175,0.97,15.6,41.9,2.768
14.5,"nominal1","nominal7",1598,74,"nominal9",17.7,0.557,9999,9999,178,0.797,35.1,37.2,3.28
14.5,"nominal1","nominal7",1598,74,"nominal9",16.9,0.557,9999,9999,178,0.797,35.1,37.2,3.28
14.5,"nominal1","nominal8",1995,60,"nominal9",20.8,0.589,9999,9999,175,0.97,15.6,41.9,2.768
14.5,"nominal1","nominal8",1191,45,"nominal9",18.4,0.563,9999,10.5,165,0.864,16,47.7,2.1
14.5,"nominal3","nominal8",1896,66,"nominal9",20.7,0.633,9999,9.6,177,1.128,16,41.9,2.774
14.5,"nominal1","nominal7",1595,74,"nominal9",17.2,0.581,9999,9.9,186,1.57,31.6,33.2,3.498
14.5,"nominal1","nominal7",1762,66,"nominal9",18.9,0.68,9999,9999,180,0.94,21.6,38.3,2.963
14.5,"nominal1","nominal7",1390,55,"nominal9",18.5,0.637,9999,9999,168,0.816,29.3,34.3,3.74
14.5,"nominal1","nominal7",1343,48,"nominal9",19.6,9999,9999,9999,152,0.91,20.1,33.7,3.129
14.5,"nominal1","nominal7",1498,65,"nominal9",17.8,9999,9999,9999,164,0.779,39.6,38.3,2.847
14.5,"nominal1","nominal7",1498,65,"nominal9",18,0.592,9999,9999,164,0.779,39.6,38.3,2.847
14.5,"nominal1","nominal8",2188,83,"nominal11",19.6,0.85,9999,9999,175,0.946,15.9,41.1,2.9
14.6,"nominal1","nominal7",1397,60,"nominal9",17.5,0.713,6.1,9.7,167,0.858,29,38.9,2.711
14.6,"nominal1","nominal7",1762,66,"nominal9",18.9,0.63,9999,9999,181,0.917,22.1,39.5,2.941
14.6,"nominal1","nominal7",1396,55,"nominal9",17.4,9999,9999,9999,165,0.74,24.1,37.2,2.849
14.6,"nominal1","nominal7",1361,55,"nominal9",19.6,0.623,9999,9999,175,0.964,25.3,33,3.3
14.6,"nominal5","nominal8",2172,85,"nominal10",21,9999,9999,9999,154,1.115,14.8,36.3,3.694
14.6,"nominal1","nominal7",1997,102,"nominal11",13.4,9999,9999,9999,170,0.757,41.6,38.7,3
14.7,"nominal1","nominal8",1896,66,"nominal9",21.1,0.702,9999,9.7,175,1.1,16.2,43.7,2.656
14.7,"nominal1","nominal8",1896,66,"nominal9",19.7,0.633,9999,9.3,176,1.83,22.5,43.3,2.679
14.7,"nominal1","nominal7",1762,81,"nominal9",15.9,0.7,9999,9999,186,0.869,43.3,38.9,2.916
14.7,"nominal1","nominal8",1905,55,"nominal9",20.7,0.634,9999,9999,162,0.944,18,37.3,2.921
14.7,"nominal1","nominal7",1361,55,"nominal9",18.7,0.672,9999,9999,165,0.858,26.7,35,3.116
14.7,"nominal1","nominal7",1341,55,"nominal9",18,0.67,9999,9999,163,0.861,24,35,3.11
14.7,"nominal1","nominal7",1341,55,"nominal9",18,0.67,9999,9999,163,0.861,24,35,3.11
14.7,"nominal1","nominal7",1762,66,"nominal9",19.7,0.704,9999,9999,177,0.924,21.6,38.3,2.963
