"fuel.consumption.country","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15","Attribute16","Attribute17","Attribute18","Attribute19","Attribute20","Attribute21","Attribute22","Attribute23","Attribute24","Attribute25","Attribute26","Attribute27","Attribute28","Attribute29","Attribute30","Attribute31","Attribute32","Attribute33","Attribute34","Attribute35","Attribute36","Attribute37"
6,"nominal3","nominal7","nominal9",4,"nominal12",1299,50,10,6000,800,9999,9999,9.58,9999,9999,14.2,895,455,17.9,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",3845,1575,1380,2365,155,99,9999,29.6,3.477,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1600,85,10,6100,9999,9999,9999,11.23,9999,9999,11.2,1167,518,13.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4448,1702,1393,2550,193,143,0.693,33.1,3.226,"nominal50","nominal54"
6,"nominal1","nominal8","nominal9",6,"nominal13",2496,110,20,4000,750,4800,9999,15.61,9999,7.4,10.7,1615,580,14.7,"nominal15","nominal23",4,"nominal29","nominal34","nominal38","nominal46",4796,1810,1479,2760,210,310,0.679,57.2,2.23,"nominal51","nominal57"
6,"nominal1","nominal7","nominal9",4,"nominal12",1324,46,9,5000,750,9999,9999,9.78,9999,9999,14,955,495,20.8,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",3815,1670,1535,2390,151,103,9999,32.6,3.157,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1769,83,10,5600,700,9999,9999,11.22,9999,9999,11.2,1310,470,15.8,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4579,1715,1450,2600,191,158,0.588,35.9,3.157,"nominal52","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1600,85,10,6100,9999,9999,9999,11.23,9999,9999,11.2,1208,507,14.2,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4459,1702,1457,2550,188,143,0.744,33.1,3.226,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1397,60,11,5000,750,5750,6000,11.69,6.1,9.7,14.6,1050,430,17.5,"nominal15","nominal18",1,"nominal28","nominal33","nominal38","nominal42",3575,1719,1575,2423,167,130,0.713,38.9,2.711,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1598,75,11,5250,750,5750,6000,11.8,5.5,8.2,11.9,1070,430,14.3,"nominal15","nominal18",1,"nominal28","nominal33","nominal38","nominal42",3575,1719,1575,2423,180,150,0.713,38.9,2.711,"nominal50","nominal54"
6.1,"nominal2","nominal7","nominal9",4,"nominal12",1895,87,10,5500,9999,9999,9999,11.94,9999,9999,10.4,1285,500,14.8,"nominal15","nominal24",1,"nominal28","nominal33","nominal38","nominal42",4488,1757,1369,2725,206,180,0.574,34.2,3.4,"nominal50","nominal56"
6.1,"nominal2","nominal7","nominal9",4,"nominal12",1895,87,10,5500,850,6000,6000,11.94,9999,7.2,10.4,1285,500,14.8,"nominal15","nominal24",1,"nominal28","nominal33","nominal38","nominal42",4471,1739,1415,2725,206,180,0.577,34.3,3.4,"nominal50","nominal56"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1988,96,10,5600,800,9999,9999,11.25,9999,9999,10.3,1316,409,13.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4699,1780,1346,2704,209,178,0.608,38.1,3.247,"nominal52","nominal56"
6.1,"nominal2","nominal8","nominal9",6,"nominal12",2497,96,23,4500,750,9999,9999,12.58,9999,9999,12,1675,495,17.4,"nominal15","nominal24",1,"nominal29","nominal33","nominal39","nominal44",4898,1776,1455,2730,200,250,0.685,45.1,2.622,"nominal51","nominal57"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,800,9999,9999,11.42,9999,9999,11.7,1210,545,16.4,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4511,1731,1429,2512,187,145,0.656,32.1,3.613,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1984,85,10,5400,800,6500,9999,10.51,9999,7.2,10.7,1205,415,14.2,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4081,1695,1425,2471,193,166,0.651,35.9,2.952,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5300,840,6500,9999,11.03,9999,8.1,12.5,1231,559,16.6,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4675,1740,1459,2703,192,140,0.581,32.3,3.595,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1598,55,9,5000,9999,9999,9999,10.22,9999,9999,12.9,1055,570,19.2,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",4129,1696,1419,2575,175,130,0.637,32.6,3.233,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1598,66,10,5000,720,9999,9999,10.77,9999,9999,11.5,1055,570,16,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4129,1696,1419,2575,184,137,0.637,33.6,3.171,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1598,66,10,5000,720,9999,9999,10.77,9999,9999,11.5,1055,570,16,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4129,1696,1419,2575,184,137,0.637,33.6,3.171,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1149,43,10,5250,9999,9999,9999,10.17,9999,9999,17.2,945,655,22,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3995,1663,1827,2600,142,93,0.914,31.1,3.456,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1598,79,10,5750,9999,9999,9999,11.64,9999,9999,13.8,1280,560,16.2,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4169,1698,1675,2580,180,148,9999,9999,9999,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1598,79,10,5750,9999,9999,9999,11.64,9999,9999,13.8,1280,560,16.2,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4169,1698,1675,2580,180,148,9999,9999,9999,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1343,48,9,5000,9999,9999,9999,10.11,9999,9999,15.6,960,445,20,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3785,1645,1525,2360,145,108,9999,37,2.855,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1590,84,9,6500,9999,9999,9999,11.06,9999,9999,11.2,1030,515,12.3,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4190,1695,1375,2620,170,140,9999,60.7,1.746,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1597,66,10,6000,700,9999,9999,10.62,9999,9999,11.1,1080,545,16.4,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4340,1700,1395,2535,178,135,9999,32.3,3.375,"nominal52","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",993,40,9,5500,9999,9999,9999,9.74,9999,9999,15.5,760,410,19,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3495,1495,1405,2335,140,77,9999,25.2,3.9,"nominal52","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1590,71,10,6000,750,9999,9999,10.59,9999,9999,11.2,910,530,12.8,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",3900,1680,1395,2380,175,134,9999,34.2,3.88,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1590,71,10,6000,750,9999,9999,10.59,9999,9999,11.2,960,540,13.5,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4225,1690,1390,2480,175,134,9999,34.2,3.88,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1587,81,10,6000,600,9999,9999,11.48,9999,9999,11.7,1205,525,14.9,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",4490,1710,1425,2630,195,145,0.532,34.1,3.37,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1587,81,10,6000,600,9999,9999,11.48,9999,9999,11.7,1225,505,15.1,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",4490,1710,1425,2630,195,145,0.532,34.1,3.37,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1598,81,11,6000,9999,9999,9999,11.8,9999,9999,9.8,1080,535,13.3,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4120,1690,1385,2465,195,150,9999,35.3,3.89,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1598,81,11,6000,9999,9999,9999,11.8,9999,9999,9.8,1115,500,13.8,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4290,1690,1385,2465,195,150,9999,35.3,3.89,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1598,78,10,5800,9999,9999,9999,11.4,9999,9999,11,1178,542,15.1,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4495,1700,1430,2570,185,145,9999,41.2,2.643,"nominal52","nominal54"
6.1,"nominal3","nominal8","nominal9",6,"nominal13",2496,110,20,4000,750,4800,9999,15.61,9999,6.9,10.2,1690,580,15.4,"nominal15","nominal23",4,"nominal29","nominal34","nominal38","nominal46",4796,1810,1479,2759,214,310,0.679,50.2,2.36,"nominal51","nominal57"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1988,96,10,5600,800,7100,9999,11.25,9999,9999,10.2,1313,662,13.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4671,1751,1480,2704,199,178,0.697,38.5,2.9,"nominal52","nominal56"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1598,55,10,5200,850,9999,9999,10.07,9999,9999,15,1140,550,20.7,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4288,1709,1465,2611,165,128,0.645,39.1,2.968,"nominal52","nominal54"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1796,85,11,5400,780,9999,9999,11.89,9999,9999,10.5,1200,550,14.1,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4288,1709,1465,2611,195,170,0.645,34.9,3.329,"nominal52","nominal54"
6.1,"nominal1","nominal8","nominal9",4,"nominal12",1905,66,22,4000,800,4500,9999,12.93,9999,9999,16.6,1389,591,21,"nominal15","nominal21",1,"nominal29","nominal35","nominal39","nominal44",4712,1755,1420,2740,173,196,0.711,43.9,2.613,"nominal51","nominal57"
6.1,"nominal1","nominal7","nominal9",4,"nominal12",1598,81,11,6000,9999,9999,9999,11.8,9999,9999,10,1100,550,13.6,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4340,1690,1490,2465,195,150,9999,32.3,3.37,"nominal50","nominal54"
6.1,"nominal1","nominal7","nominal11",4,"nominal12",1834,90,12,5500,600,9999,9999,11.92,9999,9999,10.4,1195,535,13.3,"nominal15","nominal21",2,"nominal28","nominal34","nominal38","nominal48",4030,1700,1515,2500,190,174,9999,35.7,3.52,"nominal52","nominal54"
6.1,"nominal1","nominal7","nominal11",4,"nominal12",1834,90,12,5500,600,9999,9999,11.92,9999,9999,10.4,1195,535,13.3,"nominal15","nominal21",2,"nominal28","nominal34","nominal38","nominal48",4030,1700,1515,2500,190,174,9999,35.7,3.52,"nominal52","nominal54"
6.2,"nominal1","nominal8","nominal9",6,"nominal13",2496,132,19,4000,9999,9999,9999,18.63,9999,9999,8.8,1565,580,11.9,"nominal15","nominal23",4,"nominal29","nominal34","nominal38","nominal46",4796,1810,1452,2760,221,370,0.698,52.3,2.214,"nominal51","nominal57"
6.2,"nominal3","nominal8","nominal9",6,"nominal13",2496,132,19,4000,9999,9999,9999,18.63,9999,9999,8.8,1645,580,12.5,"nominal15","nominal23",4,"nominal29","nominal34","nominal38","nominal46",4796,1810,1452,2759,223,370,0.698,53,2.182,"nominal51","nominal57"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1781,110,10,5700,800,6800,9999,14.82,9999,5.8,8.2,1175,560,10.7,"nominal15","nominal22",2,"nominal29","nominal33","nominal38","nominal42",4152,1735,1427,2513,217,210,0.639,37.7,3.84,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1781,132,10,5500,860,9999,9999,16.58,9999,5.6,7.5,1180,560,8.9,"nominal15","nominal22",2,"nominal29","nominal33","nominal38","nominal42",4152,1735,1427,2513,228,235,0.639,37.5,3.56,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1781,132,10,5500,860,9999,9999,16.58,9999,5.6,7.5,1180,560,8.9,"nominal15","nominal22",2,"nominal29","nominal33","nominal38","nominal42",4152,1735,1427,2513,228,235,0.639,37.5,3.56,"nominal50","nominal54"
6.2,"nominal2","nominal8","nominal9",6,"nominal12",2926,135,18,4000,9999,9999,9999,16.75,9999,9999,8.2,1535,500,11.4,"nominal15","nominal18",2,"nominal29","nominal34","nominal38","nominal43",4471,1739,1415,2725,227,390,0.639,54.7,2.136,"nominal51","nominal57"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1598,55,10,5200,850,9999,9999,10.07,9999,9999,16.5,1105,520,20.1,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4110,1709,1425,2606,163,128,0.609,38.3,3.28,"nominal52","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1796,85,11,5400,780,9999,9999,11.89,9999,9999,11,1165,520,13.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4110,1709,1425,2606,195,170,0.609,38.3,3.28,"nominal52","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1796,85,11,5400,780,9999,9999,11.89,9999,9999,11,1185,520,13.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4110,1709,1425,2606,195,170,0.629,38.3,3.28,"nominal52","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1598,74,11,6000,850,9999,9999,11.8,9999,9999,14.5,1310,490,17.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4495,1707,1425,2637,178,150,0.557,37.2,3.28,"nominal52","nominal56"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1598,74,11,6000,850,9999,9999,11.8,9999,9999,14.5,1250,565,16.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4495,1707,1425,2637,178,150,0.557,37.2,3.28,"nominal52","nominal56"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1796,85,11,5400,780,9999,9999,11.89,9999,9999,11,1185,520,13.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4252,1709,1425,2606,195,170,0.589,38.3,3.28,"nominal52","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1781,132,10,5500,860,6800,9999,16.58,9999,9999,7.7,1247,528,9.4,"nominal15","nominal21",2,"nominal29","nominal33","nominal38","nominal42",4183,1742,1439,2511,229,235,9999,38.5,3.7,"nominal52","nominal58"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5800,840,6500,9999,11.03,9999,8,11.9,1155,425,15.6,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4081,1695,1425,2472,185,140,0.651,31.6,3.4,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1781,66,10,5500,875,9999,9999,10.23,9999,8.6,13.1,1155,425,17.5,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",4081,1695,1425,2472,175,145,0.651,34,3.117,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1984,85,10,5200,780,6500,9999,10.77,9999,7.3,11,1237,539,14.6,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4376,1735,1446,2513,195,170,0.633,35,3.313,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1361,55,10,5500,850,9999,9999,10.25,9999,9999,17.5,1125,655,20.5,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4108,1719,1802,2690,150,111,0.973,31.6,3.482,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1762,66,10,5000,850,9999,9999,10.48,9999,9999,13.1,1071,519,16.2,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4167,1698,1401,2540,182,147,0.657,37.2,2.929,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1762,66,10,5000,850,9999,9999,10.48,9999,9999,13.1,1084,516,16.4,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4167,1698,1405,2540,182,147,0.637,37.2,2.929,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1587,65,10,5600,850,6500,9999,10.69,9999,9999,13.9,1120,455,17.2,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4267,1689,1384,2580,180,135,0.653,31.3,3.481,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1587,65,10,5600,850,6500,9999,10.69,9999,9999,13.5,1090,465,16.8,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4030,1680,1365,2580,178,135,0.691,35,3.116,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1997,99,11,6000,700,6500,9999,11.96,9999,9999,8.9,1050,510,10.6,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",3835,1673,1430,2442,210,190,0.653,45.8,2.339,"nominal50","nominal54"
6.2,"nominal1","nominal8","nominal9",5,"nominal12",2387,100,18,4000,9999,9999,9999,16,9999,9999,10,1510,510,15.1,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4687,1826,1462,2700,202,304,9999,45.9,2.497,"nominal51","nominal57"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1589,73,11,6000,9999,9999,9999,10.91,9999,9999,10.2,1015,500,13.9,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4350,1660,1385,2470,175,138,9999,42.1,2.516,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1589,73,11,6000,9999,9999,9999,10.91,9999,9999,10.2,1025,490,14,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4350,1660,1385,2470,175,138,9999,42.1,2.516,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1590,67,10,6000,9999,9999,9999,9.96,9999,9999,11.7,990,495,14.8,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4100,1640,1580,2395,165,126,9999,35.4,3.16,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1590,67,10,6000,9999,9999,9999,9.96,9999,9999,11.7,990,495,14.8,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4100,1640,1600,2395,165,126,9999,35.4,3.16,"nominal50","nominal54"
6.2,"nominal3","nominal7","nominal9",3,"nominal12",989,41,10,5200,9999,9999,9999,11.18,9999,9999,17.4,870,490,21.2,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",3675,1590,1450,2345,135,88,9999,29.5,3.535,"nominal50","nominal54"
6.2,"nominal3","nominal7","nominal9",3,"nominal12",989,41,10,5200,9999,9999,9999,11.18,9999,9999,17.4,870,490,21.2,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",3675,1590,1450,2345,135,88,9999,29.5,3.535,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1396,66,10,6300,9999,9999,9999,11.43,9999,9999,13.6,990,520,15,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4190,1695,1375,2620,170,127,9999,36.1,2.932,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1396,66,10,6300,9999,9999,9999,11.43,9999,9999,13.7,1015,500,15.4,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4460,1695,1390,2620,172,127,9999,36.1,2.932,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1834,92,12,5500,600,9999,9999,11.92,9999,9999,12.4,1215,510,13.2,"nominal15","nominal21",2,"nominal28","nominal34","nominal38","nominal48",4475,1710,1405,2550,200,174,9999,39.2,2.878,"nominal52","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1834,92,12,5500,600,9999,9999,11.92,9999,9999,12.4,1230,500,13.4,"nominal15","nominal21",2,"nominal28","nominal34","nominal38","nominal48",4475,1710,1405,2550,200,174,9999,39.2,2.878,"nominal52","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1834,92,12,5500,600,9999,9999,11.92,9999,9999,12.4,1235,510,13.4,"nominal15","nominal21",2,"nominal28","nominal34","nominal38","nominal48",4475,1710,1405,2550,200,174,9999,39.2,2.878,"nominal52","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1834,92,12,5500,600,9999,9999,11.92,9999,9999,12.4,1265,485,13.8,"nominal15","nominal21",2,"nominal28","nominal34","nominal38","nominal48",4475,1710,1405,2550,200,174,9999,39.2,2.878,"nominal52","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1324,54,9,5500,750,9999,9999,10.25,9999,9999,14.2,1130,440,20.9,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4315,1705,1410,2610,167,108,9999,32,3.335,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1324,54,9,5500,750,9999,9999,10.25,9999,9999,14.2,1145,440,21.2,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4200,1705,1410,2610,167,108,0.592,32,3.335,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1324,54,9,5500,750,9999,9999,10.25,9999,9999,14.2,1145,440,21.2,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4200,1705,1410,2610,167,108,0.592,32.7,3.335,"nominal50","nominal54"
6.2,"nominal1","nominal7","nominal9",4,"nominal12",1324,54,9,5500,750,9999,9999,10.25,9999,9999,13.2,1055,445,19.5,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4040,1695,1405,2505,164,108,9999,30.8,3.423,"nominal50","nominal54"
